problem_id,difficulty,content_grouping,KCs (comma separated),max grade,type,options,problem_file_location,problem_name
QMBOkrNjg7BH2,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.7,Linear Indexing #92B
QMBfYARC9TdSn,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.8,Linear Indexing #32J
QMBLFzJlTP0uN,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.9,Linear Indexing #32W
QMBP6O0hoTqcR,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.10,Linear Indexing #03D
QMBMpBgthanlF,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.11,Linear Indexing #96J
QMBDsPMjRyoku,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.12,Linear Indexing #21D
QMBCg1B8eNy0j,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.13,Linear Indexing #68N
QMBcHAk8F9lIP,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.14,Linear Indexing #25P
QMBEA0wNPVCjv,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.15,Linear Indexing #23Y
QMB6JDi8XIQYb,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.16,Linear Indexing #61N
QMBXlgsp6ovui,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.17,Linear Indexing #41U
QMBFqKIj79GMR,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.18,Linear Indexing #68I
QMBl8aCH3qirm,1,CG1.2.1,2.3.3,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr14.19,Linear Indexing #24I
QMBhyHQNaAORI,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.0,Array Indexing Challenge #14P
QMB2cUyMSlWaC,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.1,Array Indexing Challenge #39S
QMB7RWk48PwBI,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.2,Array Indexing Challenge #16M
QMBDLmt9rCZ5W,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.3,Array Indexing Challenge #41D
QMBhvRtEeXDLI,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.4,Array Indexing Challenge #82H
QMBCGrVtcIloB,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.5,Array Indexing Challenge #89C
QMBOvynLJNkDA,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.6,Array Indexing Challenge #27V
QMBNhIPiuqZ6X,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.7,Array Indexing Challenge #04S
QMBo0fUGXi3QV,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.8,Array Indexing Challenge #93Y
QMBOq3nhz7rKC,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.9,Array Indexing Challenge #51J
QMBjpLCixc6VY,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.10,Array Indexing Challenge #92P
QMBft6kBcA2X7,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.11,Array Indexing Challenge #69L
QMB74SzGHOPR6,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.12,Array Indexing Challenge #89S
QMBGSlqVW5Hi4,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.13,Array Indexing Challenge #82E
QMBSKX8pxjqwz,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.14,Array Indexing Challenge #73W
QMBTCBPcgSRsi,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.15,Array Indexing Challenge #04A
QMBQE9e6xgkJD,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.16,Array Indexing Challenge #29K
QMBgJIdurnRGQ,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.17,Array Indexing Challenge #28X
QMBmZq7l9TYh5,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.18,Array Indexing Challenge #72R
QMBf16ZcS5kMX,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr15.19,Array Indexing Challenge #42T
QMBq1MpbF3EjG,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.0,Array Indexing Challenge #27F
QMBRcmj41arl9,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.1,Array Indexing Challenge #37P
QMBckjSTWuVR4,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.2,Array Indexing Challenge #24M
QMBhK46RqbzBM,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.3,Array Indexing Challenge #61J
QMBu8OiLU4DNy,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.4,Array Indexing Challenge #17M
QMBj7f1mNRhex,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.5,Array Indexing Challenge #83X
QMBEPyCYendhf,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.6,Array Indexing Challenge #94N
QMBMGXoqPV5ST,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.7,Array Indexing Challenge #65F
QMB7j0lXhZT3c,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.8,Array Indexing Challenge #10X
QMBdfEK1Oly28,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.9,Array Indexing Challenge #64E
QMBMFwmOY0KG6,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.10,Array Indexing Challenge #58Z
QMBThP2AlyBxU,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.11,Array Indexing Challenge #49A
QMBztJEUAH8aY,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.12,Array Indexing Challenge #18I
QMBGJt3FymxLR,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.13,Array Indexing Challenge #95J
QMB9rPvt5s2ix,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.14,Array Indexing Challenge #46Z
QMBLkBKilRwYm,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.15,Array Indexing Challenge #92M
QMBXWAC8hYk4R,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.16,Array Indexing Challenge #07O
QMBFmOqo9agnT,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.17,Array Indexing Challenge #12I
QMBsfIRbWXEc2,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.18,Array Indexing Challenge #14R
QMBlqHa617j0Z,2,CG1.2.2,2.3.1,,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr16.19,Array Indexing Challenge #04R
QMBxAiI9XkM0Y,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.0,Storing Values in Arrays #80T
QMBsHB7Idn2kp,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.1,Storing Values in Arrays #04H
QMB2rsE3Ahwx5,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.2,Storing Values in Arrays #51Z
QMBwomzIhEY9Z,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.3,Storing Values in Arrays #56P
QMBZsxV3DrjKL,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.4,Storing Values in Arrays #12T
QMB7kjmu8RDHX,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.5,Storing Values in Arrays #57R
QMB7UuaPJsvcg,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.6,Storing Values in Arrays #39N
QMBjszB2ChxKl,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.7,Storing Values in Arrays #87U
QMBGS2yBZ6OsT,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.8,Storing Values in Arrays #61X
QMBg57Uy83bFx,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.9,Storing Values in Arrays #14H
QMBQYRVF1DknO,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.10,Storing Values in Arrays #12N
QMBbjd74wvEpt,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.11,Storing Values in Arrays #02H
QMBCINm9dtnpA,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.12,Storing Values in Arrays #80N
QMBPNOiv8q16l,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.13,Storing Values in Arrays #58T
QMBcdASnMt5IL,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.14,Storing Values in Arrays #48R
QMBHFgxaPUOqC,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.15,Storing Values in Arrays #83V
QMBwetZdlECU3,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.16,Storing Values in Arrays #49Y
QMBjVSNJnbxfB,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.17,Storing Values in Arrays #48N
QMBU1m9k3auow,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.18,Storing Values in Arrays #37L
QMBb8SlYfWAgy,1,CG1.2.3,"2.8.3,2.2.1",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr17.19,Storing Values in Arrays #59S
QMBpwiygqk40d,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.0,Multidimensional Arrays #31F
QMBkrhbtpTimZ,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.1,Multidimensional Arrays #53U
QMBLtNhyj5Som,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.2,Multidimensional Arrays #48K
QMBOoHRMdbUcB,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.3,Multidimensional Arrays #25O
QMBP1BaLs2KoN,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.4,Multidimensional Arrays #38U
QMBC7G4kJUyM5,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.5,Multidimensional Arrays #84S
QMBrgS67eOvop,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.6,Multidimensional Arrays #08X
QMBXmxkbzVe9Y,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.7,Multidimensional Arrays #52L
QMBp5oP924JCE,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.8,Multidimensional Arrays #17L
QMBbPEGg3Si8M,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.9,Multidimensional Arrays #54O
QMBbvFunlmKD3,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.10,Multidimensional Arrays #20F
QMBmJUYogwuXy,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.11,Multidimensional Arrays #30S
QMBViQG9KH2l5,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.12,Multidimensional Arrays #23E
QMBLTtQBfeiK5,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.13,Multidimensional Arrays #70D
QMBvHxpmnEdbj,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.14,Multidimensional Arrays #21Y
QMBjFgyDeP7v1,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.15,Multidimensional Arrays #78T
QMBaONzwTYXS1,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.16,Multidimensional Arrays #28H
QMBN4AY3BSLxz,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.17,Multidimensional Arrays #73M
QMB15mWgzORu6,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.18,Multidimensional Arrays #80M
QMBw9XEhAzMGa,1,CG1.2.4,"2.3.10,2.8.3",,Checkbox,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr18.19,Multidimensional Arrays #25X
QMBEzQ1dhwjts,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.0,From One Array to Another #43U
QMByINvYkfqDp,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.1,From One Array to Another #69V
QMBNwj7Gsdb98,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.2,From One Array to Another #71W
QMBGFqZzsM1eK,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.3,From One Array to Another #78N
QMBz8Gx15Xi2r,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.4,From One Array to Another #71O
QMBjGLRpm2lDf,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.5,From One Array to Another #36A
QMBsMzco0wSTm,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.6,From One Array to Another #18N
QMBJlaU4Xk2dZ,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.7,From One Array to Another #02P
QMBViafCzkxSh,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.8,From One Array to Another #13J
QMBbU0XTLHgru,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.9,From One Array to Another #58B
QMBTZKbL8vQXz,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.10,From One Array to Another #39A
QMB9d8ZeLRwVB,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.11,From One Array to Another #98Z
QMBvhkUpVCfGl,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.12,From One Array to Another #79M
QMBUM4LC2OTwt,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.13,From One Array to Another #95K
QMBasYphq2QNB,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.14,From One Array to Another #46O
QMBxgAHomvt2D,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.15,From One Array to Another #04F
QMBWEgbD3Fkcz,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.16,From One Array to Another #18G
QMBL4JWtvkKZN,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.17,From One Array to Another #10Q
QMBAUHlQc0rYu,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.18,From One Array to Another #89P
QMBXnr3gM7c8Y,2,CG1.2.5,"2.3.8,2.3.1,2.3.3,2.3.14,2.3.15,2.1.2,2.1.3,2.1.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr19.19,From One Array to Another #80M
QMBun2Gvecbmp,2,CG1.2.6,"2.7.1,2.5.8,2.5.9,2.5.10,2.5.11,2.5.1",,Numerical,,https://courses.edx.org/xblock/block-v1:HarvardX+QMB1+2T2017+type@problem+block@makeDynamicQuestions.py.arr20.0,Other Ways to Create and Change Arrays #49Y
